"Time","Predator"
27.2,5.26455519105442
27.3,5.21531753411803
27.4,5.16653859453942
27.5,5.11821444560748
27.6,5.07034118411565
27.7,5.02291493057622
27.8,4.97593182941777
27.9,4.92938804916677
28,4.88327978261369
28.1,4.83760324696448
28.2,4.79235468397795
28.3,4.74753036008962
28.4,4.70312656652261
28.5,4.65913961938619
28.6,4.6155658597624
28.7,4.57240165378129
28.8,4.52964339268533
28.9,4.48728749288328
29,4.44533039599417
29.1,4.40376856888168
29.2,4.36259850367931
29.3,4.32181671780693
29.4,4.28141975397877
29.5,4.2414041802036
29.6,4.20176658977705
29.7,4.16250360126673
29.8,4.12361185849033
29.9,4.08508803048695
30,4.04692881148215
30.1,4.00913092084679
30.2,3.97169110305011
30.3,3.93460612760723
30.4,3.89787278902131
30.5,3.86148790672069
30.6,3.82544832499119
30.7,3.78975091290379
30.8,3.75439256423796
30.9,3.71937019740081
31,3.68468075534227
31.1,3.65032120546649
31.2,3.61628853953966
31.3,3.58257977359443
31.4,3.54919194783111
31.5,3.51612212651572
31.6,3.48336739787529
31.7,3.45092487399022
31.8,3.41879169068418
31.9,3.38696500741148
32,3.35544200714212
32.1,3.32421989624467
32.2,3.29329590436703
32.3,3.2626672843153
32.4,3.23233131193078
32.5,3.20228528596529
32.6,3.17252652795482
32.7,3.14305238209177
32.8,3.11386021509566
32.9,3.08494741608264
33,3.05631139643372
33.1,3.02794958966193
33.2,2.99985945127834
33.3,2.97203845865723
33.4,2.9444841109003
33.5,2.91719392870011
33.6,2.89016545420276
33.7,2.86339625086997
33.8,2.83688390334044
33.9,2.81062601729085
34,2.78462021929622
34.1,2.75886415668995
34.2,2.73335549742355
34.3,2.70809192992592
34.4,2.68307116296257
34.5,2.65829092549449
34.6,2.63374896653699
34.7,2.60944305501833
34.8,2.58537097963841
34.9,2.56153054872735
35,2.53791959010417
35.1,2.51453595093549
35.2,2.49137749759435
35.3,2.4684421155192
35.4,2.44572770907303
35.5,2.42323220140269
35.6,2.40095353429856
35.7,2.37888966805435
35.8,2.35703858132728
35.9,2.33539827099861
36,2.31396675203445
36.1,2.29274205734704
36.2,2.27172223765633
36.3,2.25090536135212
36.4,2.23028951435649
36.5,2.20987279998689
36.6,2.18965333881953
36.7,2.16962926855345
36.8,2.14979874387499
36.9,2.13015993632287
37,2.11071103415387
37.1,2.09145024220897
37.2,2.0723757817802
37.3,2.05348589047808
37.4,2.03477882209959
37.5,2.01625284649692
37.6,1.99790624944673
37.7,1.97973733252017
37.8,1.9617444129535
37.9,1.94392582351944
38,1.92627991239918
38.1,1.90880504305509
38.2,1.89149959410416
38.3,1.87436195919212
38.4,1.85739054686831
38.5,1.84058378046127
38.6,1.82394009795508
38.7,1.80745795186639
38.8,1.7911358091223
38.9,1.77497215093886
39,1.75896547270046
39.1,1.74311428383988
39.2,1.72741710771917
39.3,1.71187248151128
39.4,1.69647895608245
39.5,1.68123509587541
39.6,1.66613947879331
39.7,1.6511906960845
39.8,1.63638735222802
39.9,1.62172806481996
40,1.60721146446051
40.1,1.5928361946419
40.2,1.57860091163705
40.3,1.56450428438905
40.4,1.55054499440143
40.5,1.53672173562924
40.6,1.52303321437084
40.7,1.50947814916063
40.8,1.4960552706624
40.9,1.48276332156362
41,1.46960105647045
41.1,1.45656724180351
41.2,1.44366065569454
41.3,1.43088008788374
41.4,1.418224339618
41.5,1.4056922235498
41.6,1.39328256363701
41.7,1.38099419504341
41.8,1.36882596403999
41.9,1.35677672790705
42,1.34484535483707
42.1,1.33303072383838
42.2,1.32133172463953
42.3,1.30974725759454
42.4,1.29827623358879
42.5,1.28691757394582
42.6,1.27567021033477
42.7,1.26453308467863
42.8,1.25350514906327
42.9,1.2425853656472
43,1.23177270657207
43.1,1.22106615387395
43.2,1.21046469939533
43.3,1.19996734469788
43.4,1.18957310097596
43.5,1.17928098897082
43.6,1.16909003888562
43.7,1.15899929030106
43.8,1.14900779209185
43.9,1.13911460234388
44,1.12931878827202
44.1,1.11961942613877
44.2,1.11001560117355
44.3,1.10050640749267
44.4,1.09109094802013
44.5,1.08176833440896
44.6,1.07253768696341
44.7,1.06339813456171
44.8,1.05434881457964
44.9,1.0453888728147
45,1.03651746341102
45.1,1.0277337487849
45.2,1.01903689955109
45.3,1.01042609444972
45.4,1.00190052027386
45.5,0.993459371797823
45.6,0.985101851706096
45.7,0.976827170522903
45.8,0.96863454654248
45.9,0.96052320575997
46,0.952492381802976
46.1,0.944541315863768
46.2,0.936669256632123
46.3,0.928875460228811
46.4,0.921159190139717
46.5,0.913519717150598
46.6,0.905956319282462
46.7,0.898468281727585
46.8,0.891054896786137
46.9,0.883715463803444
47,0.876449289107849
47.1,0.8692556859492
47.2,0.862133974437937
47.3,0.855083481484795
47.4,0.8481035407411
47.5,0.841193492539675
47.6,0.834352683836335
47.7,0.827580468151978
47.8,0.820876205515269
47.9,0.814239262405908
48,0.807669011698488
48.1,0.801164832606924
48.2,0.794726110629473
48.3,0.788352237494321
48.4,0.782042611105748
48.5,0.775796635490859
48.6,0.769613720746886
48.7,0.763493282989052
48.8,0.757434744298998
48.9,0.751437532673768
49,0.745501081975358
49.1,0.739624831880804
49.2,0.73380822783284
49.3,0.728050720991092
49.4,0.722351768183826
49.5,0.716710831860237
49.6,0.711127380043286
49.7,0.70560088628307
49.8,0.700130829610735
49.9,0.69471669449293
50,0.689357970786782
50.1,0.684054153695418
50.2,0.678804743724008
50.3,0.673609246636343
50.4,0.668467173411933
50.5,0.663378040203641
50.6,0.658341368295829
50.7,0.653356684063038
50.8,0.648423518929178
50.9,0.64354140932725
51,0.638709896659575
51.1,0.633928527258546
51.2,0.629196852347902
51.3,0.624514428004501
51.4,0.619880815120629
51.5,0.615295579366803
51.6,0.6107582911551
51.7,0.606268525602992
51.8,0.601825862497695
51.9,0.59742988626103
52,0.593080185914793
52.1,0.588776355046637
52.2,0.584517991776464
52.3,0.580304698723332
52.4,0.576136082972862
52.5,0.57201175604517
52.6,0.5679313338633
52.7,0.563894436722173
52.8,0.559900689258046
52.9,0.555949720418489
53,0.552041163432868
53.1,0.548174655783348
53.2,0.544349839176416
53.3,0.540566359514908
53.4,0.536823866870567
53.5,0.533122015457116
53.6,0.529460463603851
53.7,0.525838873729762
53.8,0.522256912318173
53.9,0.518714249891914
54,0.515210560989022
54.1,0.511745524138973
54.2,0.508318821839448
54.3,0.504930140533639
54.4,0.501579170588094
54.5,0.498265606271104
54.6,0.494989145731641
54.7,0.49174949097884
54.8,0.488546347862043
54.9,0.485379426051394
55,0.482248439019003
55.1,0.479153104020668
55.2,0.476093142078178
55.3,0.473068277962186
55.4,0.470078240175662
55.5,0.467122760937938
55.6,0.464201576169341
55.7,0.461314425476422
55.8,0.458461052137796
55.9,0.455641203090587
56,0.452854628917486
56.1,0.450101083834443
56.2,0.447380325678984
56.3,0.444692115899164
56.4,0.442036219543172
56.5,0.439412405249588
56.6,0.436820445238306
56.7,0.434260115302122
56.8,0.431731194799011
56.9,0.42923346664509
57,0.426766717308289
57.1,0.424330736802719
57.2,0.42192531868378
57.3,0.419550260043988
57.4,0.417205361509552
57.5,0.414890427237713
57.6,0.412605264914843
57.7,0.410349685755333
57.8,0.408123504501278
57.9,0.405926539422963
58,0.403758612320189
58.1,0.401619548524421
58.2,0.399509176901808
58.3,0.397427329857062
58.4,0.395373843338232
58.5,0.393348556842382
58.6,0.391351313422196
58.7,0.389381959693519
58.8,0.387440345843864
58.9,0.385526325641907
59,0.383639756447973
59.1,0.381780499225558
59.2,0.379948418553891
59.3,0.378143382641569
59.4,0.376365263341287
59.5,0.374613936165689
59.6,0.372889280304356
59.7,0.371191178641977
59.8,0.369519517777712
59.9,0.367874188045786
60,0.366255083537339
60.1,0.364662102123571
60.2,0.363095145480195
60.3,0.361554119113261
60.4,0.36003893238635
60.5,0.358549498549209
60.6,0.357085734767828
60.7,0.355647562156034
60.8,0.354234905808604
60.9,0.352847694835973
61,0.351485862400553
61.1,0.350149345754718
61.2,0.348838086280502
61.3,0.347552029531051
61.4,0.346291125273886
61.5,0.345055327536015
61.6,0.34384459465096
61.7,0.342658889307746
61.8,0.341498178601907
61.9,0.340362434088573
62,0.339251631837692
62.1,0.338165752491456
62.2,0.337104781323994
62.3,0.336068708303389
62.4,0.335057528156112
62.5,0.334071240433921
62.6,0.333109849583314
62.7,0.332173365017611
62.8,0.331261801191743
62.9,0.330375177679836
63,0.329513519255675
63.1,0.328676855976135
63.2,0.327865223267677
63.3,0.327078662016004
63.4,0.326317218658981
63.5,0.325580945282911
63.6,0.324869899722298
63.7,0.324184145663183
63.8,0.323523752750191
63.9,0.3228887966974
64,0.322279359403159
64.1,0.321695529068982
64.2,0.32113740032267
64.3,0.320605074345772
64.4,0.320098659005566
64.5,0.319618268991684
64.6,0.319164025957549
64.7,0.318736058666798
64.8,0.318334503144836
64.9,0.31795950283573
65,0.317611208764594
65.1,0.317289779705687
65.2,0.316995382356392
65.3,0.316728191517311
65.4,0.316488390278671
65.5,0.316276170213268
65.6,0.316091731576188
65.7,0.31593528351154
65.8,0.315807044266448
65.9,0.315707241412573
66,0.31563611207543
66.1,0.31559390317178
66.2,0.315580871655397
66.3,0.315597284771507
66.4,0.315643420320232
66.5,0.315719566929345
66.6,0.315826024336711
66.7,0.315963103682744
66.8,0.316131127813275
66.9,0.316330431593204
67,0.316561362231352
67.1,0.316824279616932
67.2,0.317119556668064
67.3,0.31744757969282
67.4,0.317808748763246
67.5,0.318203478102877
67.6,0.318632196488251
67.7,0.31909534766497
67.8,0.319593390778863
67.9,0.320126800822837
68,0.320696069100036
68.1,0.321301703703932
68.2,0.321944230016016
68.3,0.322624191221789
68.4,0.323342148845766
68.5,0.324098683306244
68.6,0.324894394490636
68.7,0.325729902352172
68.8,0.32660584752883
68.9,0.327522891985393
69,0.328481719679562
69.1,0.329483037253093
69.2,0.330527574748978
69.3,0.331616086355726
69.4,0.33274935117986
69.5,0.33392817404777
69.6,0.335153386338146
69.7,0.336425846846235
69.8,0.337746442681253
69.9,0.339116090198322
70,0.340535735966363
70.1,0.342006357773461
70.2,0.343528965671252
70.3,0.345104603059998
70.4,0.346734347816033
70.5,0.348419313463399
70.6,0.350160650391532
70.7,0.351959547120957
70.8,0.353817231619042
70.9,0.355734972667956
71,0.357714081287062
71.1,0.359755912212093
71.2,0.361861865433559
71.3,0.364033387796951
71.4,0.366271974667417
71.5,0.368579171661718
71.6,0.370956576450398
71.7,0.37340584063324
71.8,0.375928671691218
71.9,0.378526835018311
72,0.381202156036696
72.1,0.383956522399002
72.2,0.386791886281485
72.3,0.389710266772153
72.4,0.392713752358071
72.5,0.395804503516266
72.6,0.398984755412857
72.7,0.402256820715261
72.8,0.405623092522557
72.9,0.409086047419295
73,0.412648248658345
73.1,0.416312349478581
73.2,0.420081096563514
73.3,0.42395733364725
73.4,0.42794400527446
73.5,0.432044160721356
73.6,0.436260958085005
73.7,0.440597668548639
73.8,0.445057680831009
73.9,0.449644505828171
74,0.454361781456512
74.1,0.459213277706224
74.2,0.464202901914865
74.3,0.469334704271091
74.4,0.474612883559126
74.5,0.480041793154997
74.6,0.485625947286111
74.7,0.491370027566237
74.8,0.497278889818556
74.9,0.503357571199978
75,0.509611297640561
75.1,0.516045491612469
75.2,0.522665780243565
75.3,0.529478003791413
75.4,0.536488224494157
75.5,0.543702735815489
75.6,0.551128072101635
75.7,0.55877101866913
75.8,0.566638622342887
75.9,0.574738202464962
76,0.583077362395233
76.1,0.59166400152612
76.2,0.600506327834372
76.3,0.609612870993883
76.4,0.618992496074456
76.5,0.628654417852414
76.6,0.638608215759935
76.7,0.648863849501036
76.8,0.659431675363112
76.9,0.670322463254008
77,0.681547414495624
77.1,0.693118180406093
77.2,0.70504688170363
77.3,0.717346128766146
77.4,0.730029042781752
77.5,0.743109277826238
77.6,0.756601043904586
77.7,0.770519130994413
77.8,0.784878934130136
77.9,0.799696479567368
78,0.814988452067717
78.1,0.830772223344735
78.2,0.847065881712173
78.3,0.863888262975965
78.4,0.881258982611449
78.5,0.899198469267228
78.6,0.917727999636692
78.7,0.936869734737579
78.8,0.95664675763902
78.9,0.977083112674162
79,0.998203846174744
79.1,1.02003504876181
79.2,1.04260389922403
79.3,1.06593871001166
79.4,1.09006897437055
79.5,1.11502541513532
79.6,1.14084003519584
79.7,1.16754616964433
79.8,1.19517853960298
79.9,1.22377330772333
80,1.25336813533881
80.1,1.28400224124039
80.2,1.31571646203258
80.3,1.34855331401231
80.4,1.38255705649699
80.5,1.41777375650943
80.6,1.45425135470678
80.7,1.49203973241736
80.8,1.5311907796237
80.9,1.57175846370139
81,1.61379889869164
81.1,1.6573704148504
81.2,1.70253362817849
81.3,1.74935150959426
81.4,1.79788945336431
81.5,1.84821534435649
81.6,1.90039962362401
81.7,1.95451535176935
81.8,2.01063826947084
81.9,2.06884685448464
82,2.12922237435818
82.1,2.19184893401001
82.2,2.25681351724317
82.3,2.32420602116678
82.4,2.39411928240148
82.5,2.4666490938408
82.6,2.54189421063143
82.7,2.61995634392139
82.8,2.70094014080744
82.9,2.78495314879199
83,2.87210576293578
83.1,2.96251115376866
83.2,3.05628517389575
83.3,3.15354624111499
83.4,3.2544151957439
83.5,3.35901512974281
83.6,3.46747118512099
83.7,3.57991031902412
83.8,3.69646103283101
83.9,3.81725306253808
84,3.94241702768641
84.1,4.07208403609466
84.2,4.20638524170553
84.3,4.34545135294228
84.4,4.48941208910903
84.5,4.63839558256363
84.6,4.79252772464944
84.7,4.95193145370139
84.8,5.11672598384784
84.9,5.28702597382057
85,5.46294063556628
85.1,5.64457278312982
85.2,5.83201782305592
85.3,6.02536268843474
85.4,6.22468471969829
85.5,6.43005049635703
85.6,6.64151462504472
85.7,6.85911849050626
85.8,7.08288897750719
85.9,7.31283717304749
86,7.54895705970791
86.1,7.79122421241808
86.2,8.03959451238321
86.3,8.29400289330663
86.4,8.55436213635924
86.5,8.82056173153247
86.6,9.09246682402277
86.7,9.36991726508521
86.8,9.65272678731274
86.9,9.94068232449811
87,10.233543496072
87.1,10.5310422755415
87.2,10.8328828613452
87.3,11.1387417670654
87.4,11.4482681459841
87.5,11.7610843625302
87.6,12.0767868202591
87.7,12.3949470526555
87.8,12.715113079305
87.9,13.0368110259024
88,13.3595470022292
88.1,13.6828092277378
88.2,14.0060703898281
88.3,14.3287902154122
88.4,14.6504182320519
88.5,14.9703966909507
88.6,15.2881636205023
88.7,15.603155976058
88.8,15.9148128491685
88.9,16.2225786978755
89,16.5259065587235
89.1,16.8242612010806
89.2,17.1171221851055
89.3,17.4039867862623
89.4,17.6843727516257
89.5,17.9578208562666
89.6,18.2238972316804
89.7,18.4821954424043
89.8,18.7323382915481
89.9,18.9739793408085
90,19.2068041355118
90.1,19.4305311302056
90.2,19.6449123151677
90.3,19.8497335488124
90.4,20.0448146052355
90.5,20.2300089499831
90.6,20.4052032604728
90.7,20.5703167103072
90.8,20.7253000389615
90.9,20.8701344299979
91,21.0048302220685
91.1,21.129425477532
91.2,21.2439844335803
91.3,21.3485958603781
91.4,21.4433713499304
91.5,21.5284435582635
91.6,21.6039644220947
91.7,21.670103369538
91.8,21.7270455426089
91.9,21.7749900474019
92,21.8141482458764
92.1,21.8447421012431
92.2,21.8670025870315
92.3,21.8811681680783
92.4,21.8874833599288
92.5,21.8861973715109
92.6,21.8775628344363
92.7,21.8618346209254
92.8,21.8392687511325
92.9,21.8101213895767
93,21.7746479294585
93.1,21.7331021628557
93.2,21.6857355341348
93.3,21.6327964733841
93.4,21.5745298062597
93.5,21.511176236317
93.6,21.4429718956838
93.7,21.3701479597915
93.8,21.2929303218112
93.9,21.2115393224404
94,21.126189530729
94.1,21.0370895717257
94.2,20.9444419968496
94.3,20.848443193047
94.4,20.7492833269665
94.5,20.6471463205762
94.6,20.5422098548497
94.7,20.4346453983517
94.8,20.3246182577683
94.9,20.212287647633
95,20.0978067767083
95.1,19.9813229486839
95.2,19.8629776750478
95.3,19.7429067981732
95.4,19.6212406228423
95.5,19.4981040545978
95.6,19.3736167434715
95.7,19.2478932317871
95.8,19.1210431048752
95.9,18.9931711436658
96,18.864377478243
96.1,18.7347577415574
96.2,18.6044032225895
96.3,18.4734010183533
96.4,18.3418341842097
96.5,18.2097818820359
96.6,18.0773195258677
96.7,17.9445189246917
96.8,17.8114484221192
96.9,17.6781730327275
97,17.544754574893
97.1,17.4112517999852
97.2,17.2777205178234
97.3,17.1442137183276
97.4,17.010781689325
97.5,16.8774721304955
97.6,16.7443302634596
97.7,16.6113989380316
97.8,16.4787187346753
97.9,16.3463280632123
98,16.2142632578435
98.1,16.0825586685562
98.2,15.9512467489925
98.3,15.820358140865
98.4,15.6899217550073
98.5,15.5599648491532
98.6,15.4305131025399
98.7,15.3015906874313
98.8,15.1732203376623
98.9,15.0454234143002
99,14.9182199685255
99.1,14.7916288018266
99.2,14.6656675236101
99.3,14.5403526063185
99.4,14.4156994381534
99.5,14.2917223734944
99.6,14.1684347811057
99.7,14.045849090218
99.8,13.9239768345717
99.9,13.8028286945057
100,13.682414537172
100.1,13.5627434549554
100.2,13.4438238021734
100.3,13.3256632301308
100.4,13.2082687205982
100.5,13.0916466177846
100.6,12.9758026588676
100.7,12.8607420031468
100.8,12.7464692598786
100.9,12.6329885148524
101,12.5203033557645
101.1,12.4084168964414
101.2,12.2973317999661
101.3,12.1870503007558
101.4,12.0775742256378
101.5,11.9689050139703
101.6,11.8610437368489
101.7,11.7539911154436
101.8,11.647747538502
101.9,11.5423130790601
102,11.4376875103942
102.1,11.3338703212496
102.2,11.2308607303793
102.3,11.1286577004234
102.4,11.02725995116
102.5,10.9266659721551
102.6,10.8268740348411
102.7,10.7278822040472
102.8,10.6296883490094
102.9,10.532290153881
103,10.4356851277696
103.1,10.3398706143191
103.2,10.2448438008593
103.3,10.1506017271421
103.4,10.057141293683
103.5,9.96445926972634
103.6,9.87255230085066
103.7,9.78141691623067
103.8,9.69104953557167
103.9,9.60144647573093
104,9.51260395704011
104.1,9.42451810934236
104.2,9.33718497775675
104.3,9.25060052818241
104.4,9.16476065255397
104.5,9.07966117385943
104.6,8.99529785093111
104.7,8.91166638301982
104.8,8.82876241416175
104.9,8.74658153734757
105,8.66511929850225
105.1,8.58437120028413
105.2,8.50433270571123
105.3,8.42499924162234
105.4,8.34636620198031
105.5,8.26842895102437
105.6,8.19118282627814
105.7,8.11462314141968
105.8,8.03874518901961
105.9,7.9635442431531
106,7.8890155618911
106.1,7.81515438967629
106.2,7.74195595958855
106.3,7.66941549550483
106.4,7.59752821415812
106.5,7.52628932709961
106.6,7.45569404256847
106.7,7.38573756727316
106.8,7.31641510808801
106.9,7.24772187366883
107,7.1796530759909
107.1,7.11220393181279
107.2,7.04536966406915
107.3,6.97914550319542
107.4,6.91352668838749
107.5,6.84850846879908
107.6,6.78408610467931
107.7,6.72025486845332
107.8,6.65701004574808
107.9,6.59434693636582
108,6.53226085520741
108.1,6.47074713314757
108.2,6.40980111786426
108.3,6.34941817462386
108.4,6.28959368702431
108.5,6.23032305769776
108.6,6.1716017089746
108.7,6.1134250835104
108.8,6.05578864487738
108.9,5.9986878781219
109,5.94211829028935
109.1,5.88607541091795
109.2,5.83055479250261
109.3,5.77555201093021
109.4,5.72106266588752
109.5,5.66708238124285
109.6,5.6136068054026
109.7,5.56063161164371
109.8,5.50815249842313
109.9,5.45616518966517
110,5.40466543502772
110.1,5.35364901014828
110.2,5.30311171687059
110.3,5.25304938345268
110.4,5.20345786475724
110.5,5.15433304242489
110.6,5.1056708250313
110.7,5.05746714822862
110.8,5.00971797487207
110.9,4.96241929513225
111,4.91556712659385
111.1,4.86915751434119
111.2,4.82318653103139
111.3,4.77765027695554
111.4,4.73254488008848
111.5,4.68786649612758
111.6,4.64361130852119
111.7,4.59977552848705
111.8,4.55635539502116
111.9,4.51334717489756
112,4.47074716265939
112.1,4.4285516806017
112.2,4.38675707874623
112.3,4.34535973480871
112.4,4.30435605415888
112.5,4.26374246977363
112.6,4.22351544218362
112.7,4.18367145941354
112.8,4.14420703691648
112.9,4.10511871750261
113,4.06640307126243
113.1,4.02805669548484
113.2,3.99007621457037
113.3,3.95245827993973
113.4,3.91519956993793
113.5,3.87829678973415
113.6,3.84174667121777
113.7,3.8055459728904
113.8,3.76969147975453
113.9,3.73418000319863
114,3.69900838087916
114.1,3.66417347659942
114.2,3.62967218018562
114.3,3.59550140736021
114.4,3.56165809961265
114.5,3.52813922406777
114.6,3.4949417733519
114.7,3.46206276545681
114.8,3.42949924360176
114.9,3.39724827609355
115,3.36530695618497
115.1,3.33367240193149
115.2,3.30234175604655
115.3,3.27131218575532
115.4,3.24058088264733
115.5,3.21014506252767
115.6,3.1800019652673
115.7,3.1501488546522
115.8,3.12058301823164
115.9,3.09130176716561
116,3.06230243607149
116.1,3.03358238287002
116.2,3.00513898863063
116.3,2.97696965741632
116.4,2.94907181612797
116.5,2.92144291434831
116.6,2.89408042418553
116.7,2.86698184011659
116.8,2.84014467883034
116.9,2.81356647907045
117,2.78724480147826
117.1,2.76117722843548
117.2,2.73536136390702
117.3,2.70979483328369
117.4,2.68447528322514
117.5,2.65940038150277
117.6,2.63456781684294
117.7,2.60997529877026
117.8,2.58562055745122
117.9,2.56150134353804
118,2.53761542801283
118.1,2.51396060203213
118.2,2.49053467677178
118.3,2.46733548327225
118.4,2.44436087228433
118.5,2.42160871411535
118.6,2.39907689847585
118.7,2.3767633343268
